,trip_id,uniqueid,qday,qday1typical,qborough_home,qsurveyzone_home,qtripdaytime,qborough_start,qntacode_start,surveyzone_start,qday1tripend,qborough_end,qntacode_end,surveyzone_end,qday1tripendcode,qday1triplength_cat,number_of_trips_taken,qgender,qincome,qdisability1,qdisability2,qdisability3,qdisability4,qdisability5,qdisability6,qdisability7,qdisability8,qdisability9,qagecode,qracecode,qeducation,qlicense,qcaraccess,qwelfare1,qwelfare2,qwelfare3,qwelfare4,qwelfare5,qsmartphone,qshare1,qshare2,qshare3,qshare4,qshare5,qshare6,qshare7,qshare8,qtemphigh,qtemplow,qprecipitation,qcitibike,qday1triptravelcode_sp,qmodegrouping,qsustainablemode,allwt,qpurposerecode,ntacode_home
10,1102138,102138,Sunday,2.0,Staten Island,Staten Island,NOON,Staten Island,SI12,Staten Island,"Retail store (e.g. clothing, electronic, hardware, etc.)",Staten Island,SI12,Staten Island,"Retail store (e.g. clothing, electronic, hardware, etc.)",6 to 10,1.0,Male,"Less than $14,999",No,No,Yes,No,No,No,No,No,No,45-54,"Black, Non-Hispanic",Some college but degree not received or in progress,No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,69.0,56.0,0.0,No,Personal bicycle,Bike,Yes,0.420719809,Shopping,2.0
11,1103058,103058,Monday,2.0,Queens,Inner Queens,AM,Queens,QN71,Inner Queens,Work,Manhattan,MN19,Manhattan Core,Work,26 to 30,2.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,75.0,58.0,0.0,No,Personal bicycle,Bike,Yes,0.782680563,Commute to/from work,2.0
12,1103224,103224,Tuesday,2.0,Manhattan,Northern Manhattan,AM,Manhattan,MN21,Manhattan Core,Work,Manhattan,MN21,Manhattan Core,Work,16 to 20,1.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,58.0,0.0,No,Personal bicycle,Bike,Yes,0.36250539200000004,Business,2.0
13,1103291,103291,Wednesday,2.0,Manhattan,Northern Manhattan,AM,Manhattan,MN11,Northern Manhattan,Work,Manhattan,MN36,Northern Manhattan,Work,16 to 20,2.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,71.0,60.0,0.0,No,Personal bicycle,Bike,Yes,0.5876291229999999,Commute to/from work,2.0
14,1103836,103836,Monday,2.0,Staten Island,Staten Island,AM,Staten Island,SI37,Staten Island,Other,Staten Island,SI22,Staten Island,Other,6 to 10,5.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal bicycle,Bike,Yes,0.082747367,Commute to/from work,2.0
15,2100140,100140,Sunday,2.0,Manhattan,Manhattan Core,NOON,Manhattan,MN13,Manhattan Core,Work,Manhattan,MN24,Manhattan Core,Work,21 to 25,3.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,77.0,54.0,0.0,Yes,Citi Bike,Bike,Yes,0.363798756,Commute to/from work,2.0
16,2103058,103058,Monday,2.0,Queens,Inner Queens,PM,Manhattan,MN19,Manhattan Core,Home,Queens,QN71,Inner Queens,Home,26 to 30,2.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,75.0,58.0,0.0,No,Personal bicycle,Bike,Yes,0.782680563,Commute to/from work,2.0
17,2103291,103291,Wednesday,2.0,Manhattan,Northern Manhattan,PM,Manhattan,MN36,Northern Manhattan,Home,Manhattan,MN11,Northern Manhattan,Home,16 to 20,2.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,71.0,60.0,0.0,No,Personal bicycle,Bike,Yes,0.5876291229999999,Commute to/from work,2.0
18,2103639,103639,Saturday,2.0,The Bronx,Northern Bronx,AM,The Bronx,BX17,Southern Bronx,Park/Recreational area/Gym,The Bronx,BX17,Southern Bronx,Park/Recreational area/Gym,61 to 180,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,73.0,58.0,0.01,No,Personal bicycle,Bike,Yes,0.172997652,Accompanying other traveler,2.0
19,3100140,100140,Sunday,2.0,Manhattan,Manhattan Core,NOON,Manhattan,MN24,Manhattan Core,Home,Manhattan,MN13,Manhattan Core,Home,26 to 30,3.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,77.0,54.0,0.0,Yes,Citi Bike,Bike,Yes,0.363798756,Commute to/from work,2.0
20,3103836,103836,Monday,2.0,Staten Island,Staten Island,AM,Manhattan,MN25,Manhattan Core,Work,Manhattan,MN17,Manhattan Core,Work,31 to 35,5.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal bicycle,Bike,Yes,0.082747367,Commute to/from work,2.0
21,4100749,100749,Wednesday,2.0,Brooklyn,Inner Brooklyn,PM,Brooklyn,BK64,Inner Brooklyn,Other,Brooklyn,BK37,Inner Brooklyn,Other,6 to 10,5.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Personal bicycle,Bike,Yes,1.168061244,Other,2.0
22,4103836,103836,Monday,2.0,Staten Island,Staten Island,NOON,Manhattan,MN17,Manhattan Core,"Entertainment event (i.e. sporting event, play, etc.)",Manhattan,MN25,Manhattan Core,"Entertainment event (i.e. sporting event, play, etc.)",21 to 25,5.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal bicycle,Bike,Yes,0.082747367,Social/recreation,2.0
23,5100749,100749,Wednesday,2.0,Brooklyn,Inner Brooklyn,PM,Brooklyn,BK37,Inner Brooklyn,Home,Brooklyn,BK64,Inner Brooklyn,Home,6 to 10,5.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Personal bicycle,Bike,Yes,1.168061244,Other,2.0
24,5105414,105414,Sunday,2.0,The Bronx,Northern Bronx,NOON,Queens,QN41,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",Manhattan,MN23,Manhattan Core,"Grocery store or market (including deli, bodega, etc.)",36 to 40,9.0,Male,"$35,000 - $49,999",No,No,No,Yes,No,No,No,No,No,18-24,Hispanic,Some college but degree not received or in progress,No,I do not have access to a car,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,2.0,2.0,2.0,No,Personal bicycle,Bike,Yes,0.7369425140000001,Commute to/from work,2.0
25,11200646,10200646,Tuesday,Not very typical,Queens,Outer Queens,AM,2.0,2.0,2.0,Other,Queens,2.0,2.0,Other,11 to 15,2.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,64.0,56.0,0.34,No,Personal bicycle,Bike,Yes,0.888532335,Social/recreation,2.0
26,11200778,10200778,Thursday,Very typical,Brooklyn,Inner Brooklyn,AM,Brooklyn,2.0,Inner Brooklyn,Friend or family member's home,Brooklyn,2.0,Inner Brooklyn,Friend or family member's home,31 to 35,5.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,67.0,56.0,0.0,Yes,Personal bicycle,Bike,Yes,0.917171928,Social/recreation,BK33
27,11200820,10200820,Thursday,Not very typical,Brooklyn,Outer Brooklyn,AM,Brooklyn,2.0,Outer Brooklyn,School,Brooklyn,2.0,Outer Brooklyn,School,6 to 10,6.0,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some high school,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,67.0,56.0,0.0,No,Personal bicycle,Bike,Yes,2.417228877,School,BK88
28,11201142,10201142,Saturday,Somewhat typical,Manhattan,Manhattan Core,AM,2.0,2.0,2.0,Work,Manhattan,2.0,2.0,Work,31 to 35,6.0,Male,Refused,No,No,No,No,No,No,Yes,No,No,65 or older,"Don't know, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,56.0,0.0,No,Personal bicycle,Bike,Yes,0.45666135399999996,Commute to/from work,2.0
29,11202001,10202001,Monday,Very typical,Manhattan,Manhattan Core,AM,Manhattan,2.0,Manhattan Core,Other,Manhattan,2.0,Manhattan Core,Other,16 to 20,1.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,55-64,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,89.0,63.0,0.0,Yes,Personal bicycle,Bike,Yes,0.777620833,Social/recreation,MN24
30,11203715,10203715,Thursday,Very typical,The Bronx,Northern Bronx,AM,2.0,2.0,2.0,Work,Manhattan,2.0,2.0,Work,61 to 180,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,65 or older,Hispanic,"High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Electric bicycle,Bike,Yes,1.5370963869999998,Commute to/from work,2.0
31,12200646,10200646,Tuesday,Not very typical,Queens,Outer Queens,AM,Queens,2.0,2.0,Home,2.0,2.0,2.0,Home,11 to 15,2.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,64.0,56.0,0.34,No,Personal bicycle,Bike,Yes,0.888532335,Commute to/from work,2.0
32,12200820,10200820,Thursday,Not very typical,Brooklyn,Outer Brooklyn,PM,Brooklyn,2.0,Outer Brooklyn,Home,Brooklyn,2.0,Outer Brooklyn,Home,11 to 15,6.0,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some high school,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,67.0,56.0,0.0,No,Personal bicycle,Bike,Yes,2.417228877,School,BK88
33,12201142,10201142,Saturday,Somewhat typical,Manhattan,Manhattan Core,PM,Manhattan,2.0,2.0,Home,2.0,2.0,2.0,Home,31 to 35,6.0,Male,Refused,No,No,No,No,No,No,Yes,No,No,65 or older,"Don't know, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,56.0,0.0,No,Personal bicycle,Bike,Yes,0.45666135399999996,Commute to/from work,2.0
34,12202276,10202276,Wednesday,Somewhat typical,Queens,Inner Queens,NOON,Queens,2.0,2.0,Park/Recreational area/Gym,Queens,2.0,2.0,Park/Recreational area/Gym,26 to 30,5.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,68.0,63.0,0.1,No,Personal bicycle,Bike,Yes,0.7177818429999999,Social/recreation,2.0
35,13200820,10200820,Thursday,Not very typical,Brooklyn,Outer Brooklyn,PM,Brooklyn,2.0,Outer Brooklyn,Park/Recreational area/Gym,Brooklyn,2.0,Outer Brooklyn,Park/Recreational area/Gym,26 to 30,6.0,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some high school,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,67.0,56.0,0.0,No,Personal bicycle,Bike,Yes,2.417228877,Social/recreation,BK88
36,13200998,10200998,Friday,Not very typical,Manhattan,Northern Manhattan,AM,2.0,2.0,2.0,Park/Recreational area/Gym,The Bronx,2.0,2.0,Park/Recreational area/Gym,6 to 10,11.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,56.0,53.0,0.65,No,Personal bicycle,Bike,Yes,0.398314885,Social/recreation,2.0
37,13202276,10202276,Wednesday,Somewhat typical,Queens,Inner Queens,NOON,Queens,2.0,2.0,Home,2.0,2.0,2.0,Home,26 to 30,5.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,68.0,63.0,0.1,No,Personal bicycle,Bike,Yes,0.7177818429999999,Commute to/from work,2.0
38,13202701,10202701,Saturday,Not very typical,Brooklyn,Inner Brooklyn,NOON,2.0,2.0,2.0,Other,Brooklyn,2.0,2.0,Other,0 to 5,3.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,66.0,51.0,0.25,No,Personal bicycle,Bike,Yes,1.1661267020000001,Other,2.0
39,14200820,10200820,Thursday,Not very typical,Brooklyn,Outer Brooklyn,PM,Brooklyn,2.0,Outer Brooklyn,Home,Brooklyn,2.0,Outer Brooklyn,Home,16 to 20,6.0,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some high school,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,67.0,56.0,0.0,No,Personal bicycle,Bike,Yes,2.417228877,Social/recreation,BK88
40,14200998,10200998,Friday,Not very typical,Manhattan,Northern Manhattan,NOON,The Bronx,2.0,2.0,Home,2.0,2.0,2.0,Home,6 to 10,11.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,56.0,53.0,0.65,No,Personal bicycle,Bike,Yes,0.398314885,Social/recreation,2.0
41,15204136,10204136,Monday,Somewhat typical,Manhattan,Manhattan Core,AM,Manhattan,2.0,2.0,"Grocery store or market (including deli, bodega, etc.)",Manhattan,2.0,2.0,"Grocery store or market (including deli, bodega, etc.)",6 to 10,12.0,Male,Refused,No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,Yes,Citi Bike,Bike,Yes,0.45671583,Shopping,2.0
42,16204136,10204136,Monday,Somewhat typical,Manhattan,Manhattan Core,AM,Manhattan,2.0,2.0,Work,Manhattan,2.0,2.0,Work,21 to 25,12.0,Male,Refused,No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,Yes,Citi Bike,Bike,Yes,0.45671583,Commute to/from work,2.0
43,20204136,10204136,Monday,Somewhat typical,Manhattan,Manhattan Core,NOON,Manhattan,2.0,2.0,Other,Manhattan,2.0,2.0,Other,31 to 35,12.0,Male,Refused,No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,Yes,Citi Bike,Bike,Yes,0.45671583,Social/recreation,2.0
44,51200019,50200019,Thursday,Somewhat typical,Manhattan,Manhattan Core,AM,Manhattan,2.0,Manhattan Core,Work,Manhattan,2.0,Manhattan Core,Work,11 to 15,4.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,84.0,70.0,0.0,Yes,Citi Bike,Bike,Yes,2.0873242430000003,Commute to/from work,MN15
45,51200985,50200985,Saturday,Very typical,Brooklyn,Inner Brooklyn,AM,Brooklyn,2.0,Inner Brooklyn,Work,Brooklyn,2.0,Inner Brooklyn,Work,11 to 15,1.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,56.0,0.0,No,Personal bicycle,Bike,Yes,0.490646326,Commute to/from work,BK73
46,51200991,50200991,Saturday,Very typical,Brooklyn,Inner Brooklyn,AM,Brooklyn,2.0,Inner Brooklyn,Work,Brooklyn,2.0,Inner Brooklyn,Work,16 to 20,3.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,45-54,"Don't know, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,Other,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,81.0,56.0,0.0,No,Personal bicycle,Bike,Yes,0.303161265,Commute to/from work,BK76
47,51201021,50201021,Saturday,Not at all typical,Queens,Inner Queens,NOON,2.0,2.0,2.0,Park/Recreational area/Gym,Queens,2.0,2.0,Park/Recreational area/Gym,11 to 15,2.0,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,56.0,0.0,No,Personal bicycle,Bike,Yes,2.291830568,Social/recreation,2.0
48,51201530,50201530,Thursday,Somewhat typical,Manhattan,Manhattan Core,AM,2.0,2.0,2.0,Restaurant or bar,Brooklyn,2.0,2.0,Restaurant or bar,61 to 180,5.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,86.0,65.0,0.0,Yes,Citi Bike,Bike,Yes,0.7249893270000001,Social/recreation,2.0
49,51201611,50201611,Friday,Somewhat typical,Brooklyn,Outer Brooklyn,NOON,2.0,2.0,2.0,Work,Manhattan,2.0,2.0,Work,41 to 45,2.0,Refused,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,18-24,Hispanic,"High school graduate or equivalent (i.e., GED)",No,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,89.0,72.0,0.0,No,Personal bicycle,Bike,Yes,0.06530013,Commute to/from work,2.0
