,trip_id,uniqueid,qday,qday1typical,qborough_home,qsurveyzone_home,qtripdaytime,qborough_start,surveyzone_start,qday1tripend,qborough_end,surveyzone_end,qday1tripendcode,qday1triplength_cat,number_of_trips_taken,qgender,qincome,qdisability1,qdisability2,qdisability3,qdisability4,qdisability5,qdisability6,qdisability7,qdisability8,qdisability9,qagecode,qracecode,qeducation,qlicense,qcaraccess,qwelfare1,qwelfare2,qwelfare3,qwelfare4,qwelfare5,qsmartphone,qshare1,qshare2,qshare3,qshare4,qshare5,qshare6,qshare7,qshare8,qtemphigh,qtemplow,qprecipitation,qcitibike,qday1triptravelcode_sp,qmodegrouping,qsustainablemode,allwt,qpurposerecode,Cluster,PC1_2d,PC2_2d
11,1103058,103058,Monday,Very typical,Queens,Inner Queens,AM,Queens,Inner Queens,Work,Manhattan,Manhattan Core,Work,26 to 30,2.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,75.0,58.0,0.0,No,Personal bicycle,Bike,Yes,0.782680563,Commute to/from work,0,-0.6070322344547328,-1.1843567922254263
12,1103224,103224,Tuesday,Very typical,Manhattan,Northern Manhattan,AM,Manhattan,Manhattan Core,Work,Manhattan,Manhattan Core,Work,16 to 20,1.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,58.0,0.0,No,Personal bicycle,Bike,Yes,0.362505392,Business,0,-0.4810132238257864,-1.2400036491447342
13,1103291,103291,Wednesday,Very typical,Manhattan,Northern Manhattan,AM,Manhattan,Northern Manhattan,Work,Manhattan,Northern Manhattan,Work,16 to 20,2.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,71.0,60.0,0.0,No,Personal bicycle,Bike,Yes,0.5876291229999999,Commute to/from work,0,-0.5982879530999743,-0.9927141526064092
15,2100140,100140,Sunday,Very typical,Manhattan,Manhattan Core,NOON,Manhattan,Manhattan Core,Work,Manhattan,Manhattan Core,Work,21 to 25,3.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,77.0,54.0,0.0,Yes,Citi Bike,Bike,Yes,0.363798756,Commute to/from work,0,-0.4804783174899601,-0.15727928410646205
16,2103058,103058,Monday,Very typical,Queens,Inner Queens,PM,Manhattan,Manhattan Core,Home,Queens,Inner Queens,Home,26 to 30,2.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,75.0,58.0,0.0,No,Personal bicycle,Bike,Yes,0.782680563,Commute to/from work,0,-0.5692716139359237,-0.487247953696234
17,2103291,103291,Wednesday,Very typical,Manhattan,Northern Manhattan,PM,Manhattan,Northern Manhattan,Home,Manhattan,Northern Manhattan,Home,16 to 20,2.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,71.0,60.0,0.0,No,Personal bicycle,Bike,Yes,0.5876291229999999,Commute to/from work,0,-0.5600302865785641,-0.3390599182094245
18,2103639,103639,Saturday,Very typical,The Bronx,Northern Bronx,AM,The Bronx,Southern Bronx,Park/Recreational area/Gym,The Bronx,Southern Bronx,Park/Recreational area/Gym,61 to 180,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,73.0,58.0,0.01,No,Personal bicycle,Bike,Yes,0.172997652,Accompanying other traveler,0,-0.5630863767942493,-0.9936556991659438
19,3100140,100140,Sunday,Very typical,Manhattan,Manhattan Core,NOON,Manhattan,Manhattan Core,Home,Manhattan,Manhattan Core,Home,26 to 30,3.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,77.0,54.0,0.0,Yes,Citi Bike,Bike,Yes,0.363798756,Commute to/from work,0,-0.4551528364005519,0.19569228935468827
21,4100749,100749,Wednesday,Very typical,Brooklyn,Inner Brooklyn,PM,Brooklyn,Inner Brooklyn,Other,Brooklyn,Inner Brooklyn,Other,6 to 10,5.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Personal bicycle,Bike,Yes,1.168061244,Other,0,-0.30181411749990106,0.6873603420659503
23,5100749,100749,Wednesday,Very typical,Brooklyn,Inner Brooklyn,PM,Brooklyn,Inner Brooklyn,Home,Brooklyn,Inner Brooklyn,Home,6 to 10,5.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Personal bicycle,Bike,Yes,1.168061244,Other,0,-0.27564801377840115,0.8803117148089314
25,11200646,10200646,Tuesday,Not very typical,Queens,Outer Queens,AM,Outer Queens,Outer Queens,Other,Queens,Outer Queens,Other,11 to 15,2.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,64.0,56.0,0.34,No,Personal bicycle,Bike,Yes,0.888532335,Social/recreation,0,0.002599305351509145,-0.9721978469917948
26,11200778,10200778,Thursday,Very typical,Brooklyn,Inner Brooklyn,AM,Brooklyn,Inner Brooklyn,Friend or family member's home,Brooklyn,Inner Brooklyn,Friend or family member's home,31 to 35,5.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,67.0,56.0,0.0,Yes,Personal bicycle,Bike,Yes,0.917171928,Social/recreation,0,-0.4067395030946976,0.42867254931927
27,11200820,10200820,Thursday,Not very typical,Brooklyn,Outer Brooklyn,AM,Brooklyn,Outer Brooklyn,School,Brooklyn,Outer Brooklyn,School,6 to 10,6.0,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some high school,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,67.0,56.0,0.0,No,Personal bicycle,Bike,Yes,2.417228877,School,0,-0.4687075128693324,0.7132067499796986
28,11201142,10201142,Saturday,Somewhat typical,Manhattan,Manhattan Core,AM,Manhattan Core,Manhattan Core,Work,Manhattan,Manhattan Core,Work,31 to 35,6.0,Male,Refused,No,No,No,No,No,No,Yes,No,No,65 or older,"Don't know, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,56.0,0.0,No,Personal bicycle,Bike,Yes,0.456661354,Commute to/from work,0,-0.7718303678721947,0.8471963193695815
29,11202001,10202001,Monday,Very typical,Manhattan,Manhattan Core,AM,Manhattan,Manhattan Core,Other,Manhattan,Manhattan Core,Other,16 to 20,1.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,55-64,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,89.0,63.0,0.0,Yes,Personal bicycle,Bike,Yes,0.777620833,Social/recreation,0,-1.1130184727117716,-1.0207431681706562
30,11203715,10203715,Thursday,Very typical,The Bronx,Northern Bronx,AM,Northern Bronx,Northern Bronx,Work,Manhattan,Northern Bronx,Work,61 to 180,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,65 or older,Hispanic,"High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Electric bicycle,Bike,Yes,1.5370963869999998,Commute to/from work,0,-0.8570225519933493,-1.1920430804689413
31,12200646,10200646,Tuesday,Not very typical,Queens,Outer Queens,AM,Queens,Outer Queens,Home,Queens,Outer Queens,Home,11 to 15,2.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,64.0,56.0,0.34,No,Personal bicycle,Bike,Yes,0.888532335,Commute to/from work,0,0.04042373862504033,-0.8878068811909193
32,12200820,10200820,Thursday,Not very typical,Brooklyn,Outer Brooklyn,PM,Brooklyn,Outer Brooklyn,Home,Brooklyn,Outer Brooklyn,Home,11 to 15,6.0,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some high school,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,67.0,56.0,0.0,No,Personal bicycle,Bike,Yes,2.417228877,School,0,-0.4393388038068648,1.19218468554645
33,12201142,10201142,Saturday,Somewhat typical,Manhattan,Manhattan Core,PM,Manhattan,Manhattan Core,Home,Manhattan,Manhattan Core,Home,31 to 35,6.0,Male,Refused,No,No,No,No,No,No,Yes,No,No,65 or older,"Don't know, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,56.0,0.0,No,Personal bicycle,Bike,Yes,0.456661354,Commute to/from work,0,-0.7150273294484794,1.5716839453010112
34,12202276,10202276,Wednesday,Somewhat typical,Queens,Inner Queens,NOON,Queens,Inner Queens,Park/Recreational area/Gym,Queens,Inner Queens,Park/Recreational area/Gym,26 to 30,5.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,68.0,63.0,0.1,No,Personal bicycle,Bike,Yes,0.7177818429999999,Social/recreation,0,-0.5224397843473045,0.5224725218965941
35,13200820,10200820,Thursday,Not very typical,Brooklyn,Outer Brooklyn,PM,Brooklyn,Outer Brooklyn,Park/Recreational area/Gym,Brooklyn,Outer Brooklyn,Park/Recreational area/Gym,26 to 30,6.0,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some high school,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,67.0,56.0,0.0,No,Personal bicycle,Bike,Yes,2.417228877,Social/recreation,0,-0.4531780826500927,1.0245439915787524
36,13200998,10200998,Friday,Not very typical,Manhattan,Northern Manhattan,AM,Northern Manhattan,Northern Manhattan,Park/Recreational area/Gym,The Bronx,Northern Manhattan,Park/Recreational area/Gym,6 to 10,11.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,56.0,53.0,0.65,No,Personal bicycle,Bike,Yes,0.398314885,Social/recreation,0,0.6537644306958473,3.1152491934925086
37,13202276,10202276,Wednesday,Somewhat typical,Queens,Inner Queens,NOON,Queens,Inner Queens,Home,Queens,Inner Queens,Home,26 to 30,5.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,68.0,63.0,0.1,No,Personal bicycle,Bike,Yes,0.7177818429999999,Commute to/from work,0,-0.5182465632856896,0.6107189698062154
38,13202701,10202701,Saturday,Not very typical,Brooklyn,Inner Brooklyn,NOON,Inner Brooklyn,Inner Brooklyn,Other,Brooklyn,Inner Brooklyn,Other,0 to 5,3.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,66.0,51.0,0.25,No,Personal bicycle,Bike,Yes,1.166126702,Other,0,-0.0680758617559419,-0.2346427605866564
39,14200820,10200820,Thursday,Not very typical,Brooklyn,Outer Brooklyn,PM,Brooklyn,Outer Brooklyn,Home,Brooklyn,Outer Brooklyn,Home,16 to 20,6.0,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some high school,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,67.0,56.0,0.0,No,Personal bicycle,Bike,Yes,2.417228877,Social/recreation,0,-0.4381876354563846,1.2220010474373977
40,14200998,10200998,Friday,Not very typical,Manhattan,Northern Manhattan,NOON,The Bronx,Northern Manhattan,Home,Manhattan,Northern Manhattan,Home,6 to 10,11.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,56.0,53.0,0.65,No,Personal bicycle,Bike,Yes,0.398314885,Social/recreation,0,0.6925837566475931,3.598412898265205
44,51200019,50200019,Thursday,Somewhat typical,Manhattan,Manhattan Core,AM,Manhattan,Manhattan Core,Work,Manhattan,Manhattan Core,Work,11 to 15,4.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,84.0,70.0,0.0,Yes,Citi Bike,Bike,Yes,2.0873242430000003,Commute to/from work,0,-1.2854894401572203,0.09618019721413827
45,51200985,50200985,Saturday,Very typical,Brooklyn,Inner Brooklyn,AM,Brooklyn,Inner Brooklyn,Work,Brooklyn,Inner Brooklyn,Work,11 to 15,1.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,56.0,0.0,No,Personal bicycle,Bike,Yes,0.490646326,Commute to/from work,0,-0.8381565110129932,-1.6125999361015126
46,51200991,50200991,Saturday,Very typical,Brooklyn,Inner Brooklyn,AM,Brooklyn,Inner Brooklyn,Work,Brooklyn,Inner Brooklyn,Work,16 to 20,3.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,45-54,"Don't know, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,Other,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,81.0,56.0,0.0,No,Personal bicycle,Bike,Yes,0.303161265,Commute to/from work,0,-0.8236259390654976,-0.7466908610153801
47,51201021,50201021,Saturday,Not at all typical,Queens,Inner Queens,NOON,Inner Queens,Inner Queens,Park/Recreational area/Gym,Queens,Inner Queens,Park/Recreational area/Gym,11 to 15,2.0,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,56.0,0.0,No,Personal bicycle,Bike,Yes,2.291830568,Social/recreation,0,-0.7537795687778052,-0.7945192761947534
48,51201530,50201530,Thursday,Somewhat typical,Manhattan,Manhattan Core,AM,Manhattan Core,Manhattan Core,Restaurant or bar,Brooklyn,Manhattan Core,Restaurant or bar,61 to 180,5.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,86.0,65.0,0.0,Yes,Citi Bike,Bike,Yes,0.7249893270000001,Social/recreation,0,-1.1669048281188297,0.6813212313822099
49,51201611,50201611,Friday,Somewhat typical,Brooklyn,Outer Brooklyn,NOON,Outer Brooklyn,Outer Brooklyn,Work,Manhattan,Outer Brooklyn,Work,41 to 45,2.0,Refused,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,18-24,Hispanic,"High school graduate or equivalent (i.e., GED)",No,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,89.0,72.0,0.0,No,Personal bicycle,Bike,Yes,0.06530013,Commute to/from work,0,-1.5949932083395566,-0.9924438830760424
50,51201756,50201756,Saturday,Very typical,Manhattan,Northern Manhattan,NOON,Manhattan,Northern Manhattan,Other,Manhattan,Northern Manhattan,Other,16 to 20,4.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,80.0,56.0,0.44,No,Personal bicycle,Bike,Yes,0.8971659959999999,Social/recreation,0,-0.22402512398174168,0.32568276991547324
51,51202535,50202535,Sunday,Very typical,Brooklyn,Outer Brooklyn,AM,Outer Brooklyn,Outer Brooklyn,Park/Recreational area/Gym,Brooklyn,Outer Brooklyn,Park/Recreational area/Gym,11 to 15,2.0,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,No high school,No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,51.0,0.16,No,Personal bicycle,Bike,Yes,1.653807094,Social/recreation,0,-0.20764243713258984,-1.0766042643713087
52,51202621,50202621,Monday,Somewhat typical,Queens,Inner Queens,AM,Queens,Inner Queens,Work,Queens,Inner Queens,Work,26 to 30,4.0,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,Hispanic,"High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,75.0,58.0,0.0,No,Personal bicycle,Bike,Yes,2.243319908,Commute to/from work,0,-0.6746547958783257,-0.4588229539994728
53,51202733,50202733,Tuesday,Somewhat typical,Brooklyn,Inner Brooklyn,AM,Brooklyn,Inner Brooklyn,Work,Brooklyn,Inner Brooklyn,Work,21 to 25,3.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,58.0,0.0,Yes,Citi Bike,Bike,Yes,0.7506437020000001,Commute to/from work,0,-0.7196340814362642,-0.7062302540937978
54,52200563,50200563,Wednesday,Somewhat typical,Queens,Outer Queens,NOON,Queens,Outer Queens,Other,Queens,Outer Queens,Other,11 to 15,4.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Personal bicycle,Bike,Yes,3.055570242,Other,0,-0.2887092847505727,0.12057121006008055
