,trip_id,uniqueid,qday,qday1typical,qborough_home,qsurveyzone_home,qtripdaytime,qborough_start,qntacode_start,surveyzone_start,qday1tripend,qborough_end,qntacode_end,surveyzone_end,qday1tripendcode,qday1triplength_cat,number_of_trips_taken,qgender,qincome,qdisability1,qdisability2,qdisability3,qdisability4,qdisability5,qdisability6,qdisability7,qdisability8,qdisability9,qagecode,qracecode,qeducation,qlicense,qcaraccess,qwelfare1,qwelfare2,qwelfare3,qwelfare4,qwelfare5,qsmartphone,qshare1,qshare2,qshare3,qshare4,qshare5,qshare6,qshare7,qshare8,qtemphigh,qtemplow,qprecipitation,qcitibike,qday1triptravelcode_sp,qmodegrouping,qsustainablemode,allwt,qpurposerecode,ntacode_home
10,1102138,102138,Sunday,NA,Staten Island,Staten Island,NOON,Staten Island,SI12,Staten Island,"Retail store (e.g. clothing, electronic, hardware, etc.)",Staten Island,SI12,Staten Island,"Retail store (e.g. clothing, electronic, hardware, etc.)",6 to 10,1 trip,Male,"Less than $14,999",No,No,Yes,No,No,No,No,No,No,45-54,"Black, Non-Hispanic",Some college but degree not received or in progress,No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,69,56,0,No,Personal bicycle,Bike,Yes,0.420719809,Shopping,
11,1103058,103058,Monday,NA,Queens,Inner Queens,AM,Queens,QN71,Inner Queens,Work,Manhattan,MN19,Manhattan Core,Work,26 to 30,2 trips,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,75,58,0,No,Personal bicycle,Bike,Yes,0.782680563,Commute to/from work,
12,1103224,103224,Tuesday,NA,Manhattan,Northern Manhattan,AM,Manhattan,MN21,Manhattan Core,Work,Manhattan,MN21,Manhattan Core,Work,16 to 20,1 trip,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71,58,0,No,Personal bicycle,Bike,Yes,0.362505392,Business,
13,1103291,103291,Wednesday,NA,Manhattan,Northern Manhattan,AM,Manhattan,MN11,Northern Manhattan,Work,Manhattan,MN36,Northern Manhattan,Work,16 to 20,2 trips,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,71,60,0,No,Personal bicycle,Bike,Yes,0.587629123,Commute to/from work,
14,1103836,103836,Monday,NA,Staten Island,Staten Island,AM,Staten Island,SI37,Staten Island,Other,Staten Island,SI22,Staten Island,Other,6 to 10,5 trips,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,No,Personal bicycle,Bike,Yes,0.082747367,Commute to/from work,
15,2100140,100140,Sunday,NA,Manhattan,Manhattan Core,NOON,Manhattan,MN13,Manhattan Core,Work,Manhattan,MN24,Manhattan Core,Work,21 to 25,3 trips,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,77,54,0,Yes,Citi Bike,Bike,Yes,0.363798756,Commute to/from work,
16,2103058,103058,Monday,NA,Queens,Inner Queens,PM,Manhattan,MN19,Manhattan Core,Home,Queens,QN71,Inner Queens,Home,26 to 30,2 trips,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,75,58,0,No,Personal bicycle,Bike,Yes,0.782680563,Commute to/from work,
17,2103291,103291,Wednesday,NA,Manhattan,Northern Manhattan,PM,Manhattan,MN36,Northern Manhattan,Home,Manhattan,MN11,Northern Manhattan,Home,16 to 20,2 trips,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,71,60,0,No,Personal bicycle,Bike,Yes,0.587629123,Commute to/from work,
18,2103639,103639,Saturday,NA,The Bronx,Northern Bronx,AM,The Bronx,BX17,Southern Bronx,Park/Recreational area/Gym,The Bronx,BX17,Southern Bronx,Park/Recreational area/Gym,61 to 180,2 trips,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,73,58,0.01,No,Personal bicycle,Bike,Yes,0.172997652,Accompanying other traveler,
19,3100140,100140,Sunday,NA,Manhattan,Manhattan Core,NOON,Manhattan,MN24,Manhattan Core,Home,Manhattan,MN13,Manhattan Core,Home,26 to 30,3 trips,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,77,54,0,Yes,Citi Bike,Bike,Yes,0.363798756,Commute to/from work,
20,3103836,103836,Monday,NA,Staten Island,Staten Island,AM,Manhattan,MN25,Manhattan Core,Work,Manhattan,MN17,Manhattan Core,Work,31 to 35,5 trips,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,No,Personal bicycle,Bike,Yes,0.082747367,Commute to/from work,
21,4100749,100749,Wednesday,NA,Brooklyn,Inner Brooklyn,PM,Brooklyn,BK64,Inner Brooklyn,Other,Brooklyn,BK37,Inner Brooklyn,Other,6 to 10,5 trips,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71,56,0.22,No,Personal bicycle,Bike,Yes,1.168061244,Other,
22,4103836,103836,Monday,NA,Staten Island,Staten Island,NOON,Manhattan,MN17,Manhattan Core,"Entertainment event (i.e. sporting event, play, etc.)",Manhattan,MN25,Manhattan Core,"Entertainment event (i.e. sporting event, play, etc.)",21 to 25,5 trips,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,No,Personal bicycle,Bike,Yes,0.082747367,Social/recreation,
23,5100749,100749,Wednesday,NA,Brooklyn,Inner Brooklyn,PM,Brooklyn,BK37,Inner Brooklyn,Home,Brooklyn,BK64,Inner Brooklyn,Home,6 to 10,5 trips,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71,56,0.22,No,Personal bicycle,Bike,Yes,1.168061244,Other,
24,5105414,105414,Sunday,NA,The Bronx,Northern Bronx,NOON,Queens,QN41,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",Manhattan,MN23,Manhattan Core,"Grocery store or market (including deli, bodega, etc.)",36 to 40,9 trips,Male,"$35,000 - $49,999",No,No,No,Yes,No,No,No,No,No,18-24,Hispanic,Some college but degree not received or in progress,No,I do not have access to a car,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,No,Personal bicycle,Bike,Yes,0.736942514,Commute to/from work,
25,11200646,10200646,Tuesday,Not very typical,Queens,Outer Queens,AM,NA,,NA,Other,Queens,,NA,Other,11 to 15,2 trips,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,64,56,0.34,No,Personal bicycle,Bike,Yes,0.888532335,Social/recreation,
26,11200778,10200778,Thursday,Very typical,Brooklyn,Inner Brooklyn,AM,Brooklyn,,Inner Brooklyn,Friend or family member's home,Brooklyn,,Inner Brooklyn,Friend or family member's home,31 to 35,5 trips,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,67,56,0,Yes,Personal bicycle,Bike,Yes,0.917171928,Social/recreation,BK33
27,11200820,10200820,Thursday,Not very typical,Brooklyn,Outer Brooklyn,AM,Brooklyn,,Outer Brooklyn,School,Brooklyn,,Outer Brooklyn,School,6 to 10,6 trips,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some high school,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,67,56,0,No,Personal bicycle,Bike,Yes,2.417228877,School,BK88
28,11201142,10201142,Saturday,Somewhat typical,Manhattan,Manhattan Core,AM,NA,,NA,Work,Manhattan,,NA,Work,31 to 35,6 trips,Male,Refused,No,No,No,No,No,No,Yes,No,No,65 or older,"Don't know, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81,56,0,No,Personal bicycle,Bike,Yes,0.456661354,Commute to/from work,
29,11202001,10202001,Monday,Very typical,Manhattan,Manhattan Core,AM,Manhattan,,Manhattan Core,Other,Manhattan,,Manhattan Core,Other,16 to 20,1 trip,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,55-64,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,89,63,0,Yes,Personal bicycle,Bike,Yes,0.777620833,Social/recreation,MN24
30,11203715,10203715,Thursday,Very typical,The Bronx,Northern Bronx,AM,NA,,NA,Work,Manhattan,,NA,Work,61 to 180,2 trips,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,65 or older,Hispanic,"High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82,60,0,No,Electric bicycle,Bike,Yes,1.537096387,Commute to/from work,
31,12200646,10200646,Tuesday,Not very typical,Queens,Outer Queens,AM,Queens,,NA,Home,NA,,NA,Home,11 to 15,2 trips,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,64,56,0.34,No,Personal bicycle,Bike,Yes,0.888532335,Commute to/from work,
32,12200820,10200820,Thursday,Not very typical,Brooklyn,Outer Brooklyn,PM,Brooklyn,,Outer Brooklyn,Home,Brooklyn,,Outer Brooklyn,Home,11 to 15,6 trips,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some high school,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,67,56,0,No,Personal bicycle,Bike,Yes,2.417228877,School,BK88
33,12201142,10201142,Saturday,Somewhat typical,Manhattan,Manhattan Core,PM,Manhattan,,NA,Home,NA,,NA,Home,31 to 35,6 trips,Male,Refused,No,No,No,No,No,No,Yes,No,No,65 or older,"Don't know, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81,56,0,No,Personal bicycle,Bike,Yes,0.456661354,Commute to/from work,
34,12202276,10202276,Wednesday,Somewhat typical,Queens,Inner Queens,NOON,Queens,,NA,Park/Recreational area/Gym,Queens,,NA,Park/Recreational area/Gym,26 to 30,5 trips,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,68,63,0.1,No,Personal bicycle,Bike,Yes,0.717781843,Social/recreation,
35,13200820,10200820,Thursday,Not very typical,Brooklyn,Outer Brooklyn,PM,Brooklyn,,Outer Brooklyn,Park/Recreational area/Gym,Brooklyn,,Outer Brooklyn,Park/Recreational area/Gym,26 to 30,6 trips,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some high school,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,67,56,0,No,Personal bicycle,Bike,Yes,2.417228877,Social/recreation,BK88
36,13200998,10200998,Friday,Not very typical,Manhattan,Northern Manhattan,AM,NA,,NA,Park/Recreational area/Gym,The Bronx,,NA,Park/Recreational area/Gym,6 to 10,11 trips,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,56,53,0.65,No,Personal bicycle,Bike,Yes,0.398314885,Social/recreation,
37,13202276,10202276,Wednesday,Somewhat typical,Queens,Inner Queens,NOON,Queens,,NA,Home,NA,,NA,Home,26 to 30,5 trips,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,68,63,0.1,No,Personal bicycle,Bike,Yes,0.717781843,Commute to/from work,
38,13202701,10202701,Saturday,Not very typical,Brooklyn,Inner Brooklyn,NOON,NA,,NA,Other,Brooklyn,,NA,Other,0 to 5,3 trips,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,66,51,0.25,No,Personal bicycle,Bike,Yes,1.166126702,Other,
39,14200820,10200820,Thursday,Not very typical,Brooklyn,Outer Brooklyn,PM,Brooklyn,,Outer Brooklyn,Home,Brooklyn,,Outer Brooklyn,Home,16 to 20,6 trips,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some high school,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,67,56,0,No,Personal bicycle,Bike,Yes,2.417228877,Social/recreation,BK88
40,14200998,10200998,Friday,Not very typical,Manhattan,Northern Manhattan,NOON,The Bronx,,NA,Home,NA,,NA,Home,6 to 10,11 trips,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,56,53,0.65,No,Personal bicycle,Bike,Yes,0.398314885,Social/recreation,
41,15204136,10204136,Monday,Somewhat typical,Manhattan,Manhattan Core,AM,Manhattan,,NA,"Grocery store or market (including deli, bodega, etc.)",Manhattan,,NA,"Grocery store or market (including deli, bodega, etc.)",6 to 10,12 trips,Male,Refused,No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,Yes,Citi Bike,Bike,Yes,0.45671583,Shopping,
42,16204136,10204136,Monday,Somewhat typical,Manhattan,Manhattan Core,AM,Manhattan,,NA,Work,Manhattan,,NA,Work,21 to 25,12 trips,Male,Refused,No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,Yes,Citi Bike,Bike,Yes,0.45671583,Commute to/from work,
43,20204136,10204136,Monday,Somewhat typical,Manhattan,Manhattan Core,NOON,Manhattan,,NA,Other,Manhattan,,NA,Other,31 to 35,12 trips,Male,Refused,No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,Yes,Citi Bike,Bike,Yes,0.45671583,Social/recreation,
44,51200019,50200019,Thursday,Somewhat typical,Manhattan,Manhattan Core,AM,Manhattan,,Manhattan Core,Work,Manhattan,,Manhattan Core,Work,11 to 15,4 trips,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,84,70,0,Yes,Citi Bike,Bike,Yes,2.087324243,Commute to/from work,MN15
45,51200985,50200985,Saturday,Very typical,Brooklyn,Inner Brooklyn,AM,Brooklyn,,Inner Brooklyn,Work,Brooklyn,,Inner Brooklyn,Work,11 to 15,1 trip,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81,56,0,No,Personal bicycle,Bike,Yes,0.490646326,Commute to/from work,BK73
46,51200991,50200991,Saturday,Very typical,Brooklyn,Inner Brooklyn,AM,Brooklyn,,Inner Brooklyn,Work,Brooklyn,,Inner Brooklyn,Work,16 to 20,3 trips,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,45-54,"Don't know, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,Other,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,81,56,0,No,Personal bicycle,Bike,Yes,0.303161265,Commute to/from work,BK76
47,51201021,50201021,Saturday,Not at all typical,Queens,Inner Queens,NOON,NA,,NA,Park/Recreational area/Gym,Queens,,NA,Park/Recreational area/Gym,11 to 15,2 trips,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81,56,0,No,Personal bicycle,Bike,Yes,2.291830568,Social/recreation,
48,51201530,50201530,Thursday,Somewhat typical,Manhattan,Manhattan Core,AM,NA,,NA,Restaurant or bar,Brooklyn,,NA,Restaurant or bar,61 to 180,5 trips,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,86,65,0,Yes,Citi Bike,Bike,Yes,0.724989327,Social/recreation,
49,51201611,50201611,Friday,Somewhat typical,Brooklyn,Outer Brooklyn,NOON,NA,,NA,Work,Manhattan,,NA,Work,41 to 45,2 trips,Refused,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,18-24,Hispanic,"High school graduate or equivalent (i.e., GED)",No,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,89,72,0,No,Personal bicycle,Bike,Yes,0.06530013,Commute to/from work,
50,51201756,50201756,Saturday,Very typical,Manhattan,Northern Manhattan,NOON,Manhattan,,Northern Manhattan,Other,Manhattan,,Northern Manhattan,Other,16 to 20,4 trips,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,80,56,0.44,No,Personal bicycle,Bike,Yes,0.897165996,Social/recreation,MN36
51,51202535,50202535,Sunday,Very typical,Brooklyn,Outer Brooklyn,AM,NA,,NA,Park/Recreational area/Gym,Brooklyn,,NA,Park/Recreational area/Gym,11 to 15,2 trips,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,No high school,No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71,51,0.16,No,Personal bicycle,Bike,Yes,1.653807094,Social/recreation,
52,51202621,50202621,Monday,Somewhat typical,Queens,Inner Queens,AM,Queens,,Inner Queens,Work,Queens,,Inner Queens,Work,26 to 30,4 trips,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,Hispanic,"High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,75,58,0,No,Personal bicycle,Bike,Yes,2.243319908,Commute to/from work,QN50
